id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3686,Vita's Hideaway,4645,Vita,,Historic Anacostia,38.86339,-76.98889,Private room,67,31,81,2022-07-06,0.54,1,211,2,
871825,Prime location on Capitol Hill,4597024,Rich And Betsy,,"Capitol Hill, Lincoln Park",38.88442,-77.00491,Entire home/apt,120,31,18,2021-06-28,0.17,1,0,0,
116951,Upscale Private Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91435869686174,-77.01809903471504,Private room,75,31,83,2022-10-26,0.58,4,336,3,
150109,Great apartment in perfect location,723470,Steffanie,,"Dupont Circle, Connecticut Avenue/K Street",38.91525,-77.04001,Entire home/apt,135,31,31,2022-03-01,0.22,1,38,0,
153545,Guest Room 3 miles to the White House,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94286,-77.04417,Private room,49,30,38,2022-06-21,0.27,5,310,1,"Hosted License: 5007242201000811
Unhosted License: 5007262201000812"
155859,~Upper North West GuestNest DC,745305,Larry And Paulette,,"Takoma, Brightwood, Manor Park",38.96628,-77.0309,Private room,50,31,130,2019-10-28,0.92,2,21,0,
164069,Bedroom in Lower Level Apartment,5059,Vasa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91366,-77.00803,Private room,79,2,200,2023-01-31,1.41,5,1,4,Hosted License: 5007242201001033
174808,Historic American Four Square,835242,Jeffrey,,Historic Anacostia,38.86432,-76.98749,Private room,95,2,57,2022-10-30,0.67,1,165,19,Hosted License: 5007242201001736
175608,People's Place  - Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.90756,-77.02212,Entire home/apt,60,31,186,2021-09-05,1.33,3,261,0,
178395,"Spare Room for Washington,DC Visit or entire house",852801,Allison,,"Takoma, Brightwood, Manor Park",38.96165,-77.01858,Private room,399,31,0,,,2,365,0,
196429,"Takoma Garden apt-Lush yard,pets ok",956417,Julia,,"Takoma, Brightwood, Manor Park",38.96923,-77.02041,Entire home/apt,125,31,7,2022-04-01,0.06,1,358,1,
198685,Private room in central location.,966613,Robin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93395,-77.01625,Private room,46,31,154,2022-10-27,1.10,1,260,10,
201116,Victorian Haven - Private Basement!,983611,Reed,,"Takoma, Brightwood, Manor Park",38.97474,-77.01997,Entire home/apt,90,31,220,2022-07-04,1.57,1,222,16,Hosted License: 5007242201001837
204741,1-Suburbia in the City--Best Value!!!,1005751,Denise,,"Congress Heights, Bellevue, Washington Highlands",38.82768,-76.99624,Private room,33,31,117,2023-02-28,0.84,2,0,3,
205809,Modern Rowhouse with Patio Dining and Parking,1012315,Elizabeth,,"Brightwood Park, Crestwood, Petworth",38.95777,-77.02146,Entire home/apt,169,14,36,2022-12-29,0.26,1,201,15,Exempt
223203,ROOM FOR RENT IN A NICE AREA OF DC,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,90,2,14,2022-11-20,0.10,4,365,8,Hosted License: 5007242201001959
223922,Private Retreat Apartment in DC. Pets are welcome!,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94482,-77.04437,Entire home/apt,120,1,177,2023-02-26,1.27,5,244,35,"Hosted License: 5007242201000811
Unhosted License: 5007262201000812"
873182,Spacious English Basement Apt w/ Natural Sunlight!,4608059,Joy,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95345,-76.99504,Entire home/apt,111,1,46,2023-01-09,0.58,1,263,14,Hosted License: 5007242201001457
883653,Green Historic Mt. Pleasant House,1541121,Asa & Andrea,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9356,-77.04468,Entire home/apt,350,3,35,2022-10-10,0.29,1,8,3,Unhosted License: 5007262201000253
886283,Tenleytown/AU Park Basement Apt.,4698675,Katy,,"Friendship Heights, American University Park, Tenleytown",38.94492,-77.09234,Entire home/apt,100,30,55,2022-12-18,0.44,1,228,2,"Hosted License: 5007242201001442
Unhosted License: 5007262201001443"
887461,Cozy room right next to the petworth metro station,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93788,-77.02313,Private room,39,31,16,2022-06-06,0.17,38,353,2,
888029,PERFECT ROOM FOR INTERNS OR STUDENTS,315148,John,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93664,-77.02298,Private room,35,31,15,2022-12-06,0.13,38,237,3,
889302,DC Sanctuary with Two Workstations & Fast Internet,4717941,Joe,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91902,-77.04261,Entire home/apt,139,4,126,2023-02-21,1.02,1,0,12,Hosted License: 5007262201001060
892183,SPACIOUS VICTORIAN HOME IN LOGAN CIRCLE!,4280278,Sara,,"Shaw, Logan Circle",38.90746,-77.02716,Entire home/apt,564,3,224,2023-02-26,2.24,4,224,32,"Hosted License: 5007242201001758
Unhosted License: 5007262201001759"
893529,Chic and in the City Room,4752493,Kristie,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91223,-77.01067,Private room,350,31,1,2013-06-15,0.01,1,365,0,
898543,welcome to foggy bottom - on metro!,4795247,Diana,,"West End, Foggy Bottom, GWU",38.90153,-77.05434,Entire home/apt,165,31,167,2023-02-10,1.61,2,295,3,
898544,welcome to the heart of washington,4795247,Diana,,"West End, Foggy Bottom, GWU",38.8996,-77.05277,Entire home/apt,180,31,128,2022-09-16,1.17,2,239,5,
900225,The MONROE: 2 bdrm house BROOKLAND Arts District,3725621,Rosie & Donald,,"Brookland, Brentwood, Langdon",38.93268,-76.98863,Entire home/apt,207,31,41,2021-09-09,0.39,1,27,0,
902573,Primo Live-In Office Near Downtown,481929,Chris,,"Shaw, Logan Circle",38.91054,-77.02149,Private room,89,31,23,2016-11-16,0.19,4,363,0,
925318,Basement Studio,4977214,Lisa,,"Brightwood Park, Crestwood, Petworth",38.9413,-77.03284,Private room,50,31,13,2022-08-08,0.11,1,342,1,
945426,1BR Suite in the Heart of Things,5121445,Rose,,"Friendship Heights, American University Park, Tenleytown",38.9604,-77.08253,Private room,92,2,410,2023-03-15,3.38,1,277,60,Hosted License: 5007242201000371
973608,Nice cozy basement room in the Bloomingdale area,315148,John,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91999,-77.01361,Private room,30,31,4,2016-05-12,0.04,38,365,0,
997859,Upscale+DuPont+PRIVATE Entry+KING+DRIVEWAY Option!,1662757,Gloria,,"Dupont Circle, Connecticut Avenue/K Street",38.9135,-77.04356,Entire home/apt,150,31,94,2023-02-01,0.78,4,365,9,
1003792,SPECTACULAR HOME CAPITOL HILL!,4280278,Sara,,"Union Station, Stanton Park, Kingman Park",38.89455,-76.9911,Entire home/apt,500,31,56,2021-10-02,0.65,4,180,0,
1026034,Perfect studio in VERY central DC - renovated!,2070536,Joel,,"Shaw, Logan Circle",38.91007,-77.03316,Entire home/apt,199,2,416,2023-03-17,3.48,1,303,65,Hosted License: 5007242201000142
1048410,"16th Street Heights one bedroom, parking included",5771803,Anneliese,,"Brightwood Park, Crestwood, Petworth",38.95132,-77.02831,Entire home/apt,70,31,50,2017-07-16,0.52,1,137,0,
1083336,Beautiful Renovated Rowhome in DC,5956393,Kyle,,"Brightwood Park, Crestwood, Petworth",38.95152,-77.021,Entire home/apt,300,31,324,2022-08-08,2.75,2,0,2,
1092713,Heart DuPont - Deluxe 1BR/1BA/Kitchen/Opt Parking,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.90947,-77.04513,Entire home/apt,190,1,419,2023-03-11,3.50,4,140,41,Hosted License: 5007242201000569
251611,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,90,2,1,2019-03-10,0.02,4,365,0,Hosted License: 5007242201001959
251615,NICE HOUSE IN A VERY NICE NEIGHBORHOOD,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,90,2,6,2022-08-19,0.10,4,365,1,Hosted License: 5007242201001959
251619,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,90,2,9,2022-05-29,0.07,4,365,1,Hosted License: 5007242201001959
262629,Guest bedroom and private bath.,36646,Ellen,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96691,-77.0044,Private room,58,90,40,2022-10-20,0.29,2,268,4,Exempt
290001,"Cozy Rowhouse Near Logan Circle, Convention Center",1505235,Jane,,"Shaw, Logan Circle",38.91001,-77.02563,Entire home/apt,189,2,157,2023-03-16,1.17,1,102,16,Unhosted License: 5007262201000654
296196,Charming Dupont English Basement,1528235,Frank,,"Dupont Circle, Connecticut Avenue/K Street",38.9146,-77.03602,Entire home/apt,149,3,65,2023-03-11,0.48,1,232,6,Hosted License: 5007242201000602
299030,Red Room - Washington 1-2/p Bedroom near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.9806,-77.03084,Private room,95,1,26,2022-08-07,0.20,2,358,7,Hosted License: 5007242201000328
303723,"Modern Private English Unit, Great Location",1563230,Gennet,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91611,-77.02662,Entire home/apt,150,2,173,2020-03-12,1.76,1,10,0,Exempt
306465,"Spacious Dupont Circle Apt: Walk to Metro, Shops!",767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Entire home/apt,234,5,17,2023-01-01,0.13,1,111,2,Hosted License: 5007242201002389
313405,Blue Room - Washington 1-2p Bedroom Near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.9793,-77.0283,Private room,90,1,17,2023-03-15,0.13,2,358,10,Hosted License: 5007242201000328
322610,Capitol Hill - Union Station,1651634,Lois,,"Union Station, Stanton Park, Kingman Park",38.90094,-76.99943,Entire home/apt,125,31,0,,,2,0,0,
322611,"Capitol Hill, Union Station-huge",1651634,Lois,,"Union Station, Stanton Park, Kingman Park",38.89966,-76.99946,Entire home/apt,129,90,1,2019-09-20,0.02,2,0,0,
326938,Georgetown's Chateau Bleu - Prv Rm1,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91642,-77.0706,Private room,139,31,25,2022-05-11,0.19,4,365,2,
339208,METRO ACCESSIBLE TWO BEDROOM APT,1722407,Wayne,,"Capitol View, Marshall Heights, Benning Heights",38.89094,-76.93638,Entire home/apt,75,4,146,2023-02-24,1.09,1,258,17,Hosted License: 5007242201000688
355527,Steps for US Capitol .. Library of Congress,1096793,Marina,,"Capitol Hill, Lincoln Park",38.88408,-77.0035,Entire home/apt,183,2,151,2022-11-01,1.12,1,110,12,Hosted License: 5006701000005377
382111,Capitol Hill Historic District Apt!,1907809,Micha,,"Capitol Hill, Lincoln Park",38.89099,-76.99458,Entire home/apt,183,3,260,2022-06-10,1.95,1,95,10,Hosted License: 5007242201000627
409582,Capitol Hill studio apartment (Eastern Market),2038963,Kelly,,"Capitol Hill, Lincoln Park",38.88306,-76.99497,Entire home/apt,156,2,564,2023-01-25,4.24,1,138,30,Hosted License: 5007242101000002
437005,"The Buddha behind the ""Blue Door""",2170422,Greta,,Historic Anacostia,38.86256,-76.98689,Private room,396,31,105,2021-09-23,0.79,2,364,0,
453159,1 block to metro-Capitol Hill Garden flat,40168,Crystal,,"Capitol Hill, Lincoln Park",38.87772,-76.985,Entire home/apt,127,3,362,2023-03-11,2.78,1,228,57,Hosted License: 5007242201001171
453315,Efficiency suite in Capitol Hill,2252538,Adam And Jen,,"Union Station, Stanton Park, Kingman Park",38.89538,-76.98648,Entire home/apt,101,2,898,2023-03-06,6.80,1,278,54,Hosted License: 5007242201000823
501809,Upstair Private Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91454,-77.01814,Private room,76,31,33,2022-10-02,0.28,4,160,2,
542144,Ground floor apartment by Eastern Market metro,2666087,Rhea,,"Capitol Hill, Lincoln Park",38.88745,-76.99293,Entire home/apt,145,31,30,2022-08-20,0.26,1,349,1,
560341,Business Economy Room-DC Best Value,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94306,-77.04405,Private room,59,30,22,2014-10-30,0.17,5,291,0,"Hosted License: 5007242201000811
Unhosted License: 5007262201000812"
563607,Boutique Dupont Apartment with in unit W/D,2771266,Shafiq,,"Dupont Circle, Connecticut Avenue/K Street",38.916622161865234,-77.03881072998047,Entire home/apt,147,1,102,2023-02-27,1.25,1,73,73,"Hosted License: 5007242201000536
Unhosted License: 5007262201000537"
610655,Beautiful Condo In NW Washington DC,3027744,Deon,,"Brightwood Park, Crestwood, Petworth",38.95792,-77.02189,Entire home/apt,89,31,155,2019-04-18,1.21,1,0,0,
626868,"Cooper Circle Apt.  Walk to Metro, Shaw, U St.",3111772,Austin,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91478,-77.01549,Entire home/apt,120,3,109,2022-12-26,0.87,3,311,5,Unhosted License: 5007242201002241
627758,Georgetown's Chateau Bleu - 2lv hse,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.9164,-77.06898,Entire home/apt,299,31,12,2022-06-18,0.10,4,365,1,
630062,"Large House, Parking, Walk to Metro",3111772,Austin,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91465,-77.01667,Entire home/apt,374,3,92,2023-02-20,0.76,3,240,9,Hosted License: 5007242201002240
638604,Georgetown's Chateau Bleu - BsmtApt,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91438,-77.06933,Entire home/apt,159,31,7,2022-11-30,0.07,4,365,2,
654835,Georgetown's Chateau Bleu - Prv Rm2,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91504,-77.07064,Private room,139,31,14,2022-05-14,0.12,4,365,4,
660514,"Master Suite- Private Deck, Whirlpool bath",2231801,Juanita,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92539,-77.02934,Private room,35,31,6,2021-09-06,0.11,2,0,0,
688914,Master BR and Bath in Sunny TH,3517743,Kanita,,"Douglas, Shipley Terrace",38.85045,-76.97992,Private room,150,31,7,2023-03-06,0.15,4,365,2,
713529,03. The perfect Baseball fans hangout,3672670,Dennis,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87182,-77.01231,Private room,99,1,624,2023-03-16,5.04,14,163,59,Hosted License: 5007242201000434
723716,"Apartment Available beginning November 1, 2022",3138065,Steve,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93605,-77.04289,Entire home/apt,66,4,17,2022-09-30,0.18,2,0,4,Hosted License: 5007262201000218
748316,Cozy Cabin in the City on Cap Hill,1399272,Ken,,"Union Station, Stanton Park, Kingman Park",38.89707,-76.9881,Entire home/apt,125,2,708,2022-12-10,5.62,1,304,34,Hosted License: 5007242201000434
763569,Romantic Studio in Perfect Location,738459,Natasha,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93624,-77.05813,Entire home/apt,70,60,18,2021-09-03,0.15,5,204,0,
794213,A beautiful flat in Adams Morgan,4071043,Grace,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92479,-77.04149,Entire home/apt,150,1,269,2023-02-20,2.14,1,128,7,Hosted License: 5007242201002563
800076,Cozy English Basement with Private Patio,3885360,Too,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91545,-77.0305,Entire home/apt,186,1,215,2023-03-11,1.76,1,332,23,Hosted License: 5007242201001051
808830,Cozy comfort and convenience in DC,3765717,Jane,,"Cathedral Heights, McLean Gardens, Glover Park",38.92087,-77.07631,Private room,125,1,393,2023-03-14,3.18,1,335,41,Hosted License: 5007242201000557
815855,People's Place 3 - Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.90881,-77.02255,Entire home/apt,65,31,161,2022-12-16,1.33,3,365,2,
828497,"Private floor with 3BR/2BA, free pkg, Metro",3825475,Sheri,,"Friendship Heights, American University Park, Tenleytown",38.94291,-77.07173,Private room,150,3,96,2022-11-26,0.79,1,146,10,Hosted License: 5007242201000639
841234,"Lovely room on 2nd street, nw dc",315148,John,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91767,-77.01549,Private room,35,31,18,2022-12-08,0.23,38,231,1,
841260,Metro Style Living in Washington DC,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93719,-77.02335,Private room,39,31,14,2021-04-24,0.12,38,231,0,
1106738,Entire home/apt in Washington,6076215,Mark,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92275,-77.04161,Entire home/apt,120,180,0,,,1,0,0,
1112617,Skylit Studio in Adams Morgan,6105873,John,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91843,-77.04338,Entire home/apt,110,31,187,2022-12-21,1.96,2,48,4,
1126839,"Sunny, Historic Townhouse in DC",192856,Ruzgar,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91491,-77.02544,Entire home/apt,160,120,61,2021-04-19,0.51,1,179,0,
1138235,Georgetown 3BR Townhouse 2019 Remodel Patio Garage,5598784,Christian,,"Georgetown, Burleith/Hillandale",38.90381,-77.06288,Entire home/apt,999,3,18,2022-05-23,0.16,1,271,1,Unhosted License: 5007262201000312
1159439,Warm and Welcoming,6353432,Henrike,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91508,-77.00122,Entire home/apt,77,1,432,2023-03-16,3.62,2,32,31,Hosted License: 5007242201000751
1177438,1890s Rowhouse @ Union Inn,6027536,Freddie,,"Union Station, Stanton Park, Kingman Park",38.90419,-77.0022,Entire home/apt,187,2,263,2023-03-04,2.22,2,47,29,Hosted License: 5007242201001550
1205516,02. Small furnished room in Washington,3672670,Dennis,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87164,-77.01247,Private room,89,1,358,2023-02-19,3.00,14,174,29,Hosted License: 5007242201000434
1225965,Part City Part Country Homestay!,6686327,Yolanda,,"Cathedral Heights, McLean Gardens, Glover Park",38.93152,-77.08399,Entire home/apt,325,31,15,2019-10-27,0.13,1,365,0,
1245292,Railroad Retirement w/Private Bath in Chevy Chase!,5448602,Maureen,,"Hawthorne, Barnaby Woods, Chevy Chase",38.96594,-77.078,Private room,68,31,351,2022-12-17,3.38,4,252,13,
1270729,"All Amenities, Modernized Historic Row Home Steps to Capitol",13743641,Eric,,"Union Station, Stanton Park, Kingman Park",38.89259,-76.99799,Entire home/apt,2000,2,24,2019-07-07,0.22,8,260,0,Exempt
1273717,DC House opposite park,6932915,Hester,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9326,-77.0465,Entire home/apt,182,31,13,2021-07-24,0.11,1,58,0,Hosted License: 5007262201001974
1280092,Convenient & Comfortable in Petworth,5243622,Ariel,,"Brightwood Park, Crestwood, Petworth",38.94091,-77.0195,Entire home/apt,106,2,129,2023-02-21,2.10,1,1,29,Hosted License: 5007242201000464
1301928,"Dupont, U St, Adams Morgan Central Apt",241250039,Dennis And Rene,,"Dupont Circle, Connecticut Avenue/K Street",38.91726,-77.03996,Entire home/apt,93,28,45,2021-05-31,0.41,1,291,0,Exempt
1407284,1 bedroom Suite in Columbia Heights,2231801,Juanita,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92489,-77.02806,Private room,45,31,30,2021-11-30,0.36,2,0,0,
1416138,Relax and Sleep in Class in Shaw,7630547,Joel,,"Shaw, Logan Circle",38.91341,-77.02253,Private room,70,4,286,2023-02-02,2.48,3,0,64,"Hosted License: 5007242201001617
Unhosted License: 5007242201001617"
1446230,Long Term Luxury: Exquisite Studio AdMo,3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92806,-77.03796,Entire home/apt,85,60,22,2022-12-18,0.19,6,211,3,
1449453,Apartment Efficiency 1 bed - great location,7382157,Liz,,"Union Station, Stanton Park, Kingman Park",38.8942,-76.97563,Entire home/apt,57,2,38,2023-03-09,0.42,2,313,13,Exempt
1472332,★Free Parking . Queen Bed Comfy With Patio ★,7882953,Escale,,"North Michigan Park, Michigan Park, University Heights",38.94858,-76.99163,Private room,80,3,82,2022-10-29,1.05,3,247,13,Hosted License: 5007242201002134
1484387,"Master BR (free parking), Columbia Heights",2639916,Georg,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9316,-77.02438,Private room,120,31,16,2015-09-17,0.14,1,365,0,
1488282,"Chic Oasis ♥ Clean, Close to Metro",2629218,Lexie And Graham,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93441,-77.02773,Entire home/apt,148,2,479,2023-02-05,4.13,2,227,43,Hosted License: 5007242201001031
1520425,"Brand-new, family-friendly home",7777552,Sejal,,"Union Station, Stanton Park, Kingman Park",38.90179,-76.99127,Entire home/apt,264,2,65,2023-02-20,0.56,1,268,36,Hosted License: 5007242201001150
1537822,Park View Apt: kitchen | wifi | garden,8199495,Natalya,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93362,-77.02555,Entire home/apt,102,3,164,2023-02-20,3.44,1,33,55,Hosted License: 5007242201000521
1561287,Charming Adams Morgan bedroom in DC,8308015,Jana,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92261,-77.04194,Private room,85,31,65,2022-05-09,0.80,2,365,7,
1571112,"Surprisingly Sunny, Arty Apartment",8354112,Marcy,,"Dupont Circle, Connecticut Avenue/K Street",38.91579,-77.04042,Entire home/apt,145,150,132,2020-06-01,1.14,2,282,0,Hosted License: 5007242201001262
1601459,Master bedroom,3343073,David,,"Brightwood Park, Crestwood, Petworth",38.94012,-77.03388,Private room,40,31,43,2016-09-05,0.38,1,0,0,
1613892,Charming 1BR English Basement Apt.,8591234,Sean,,"Union Station, Stanton Park, Kingman Park",38.89489,-76.98935,Entire home/apt,92,2,334,2023-03-11,2.89,9,82,38,Hosted License: 5007242201000086
1628328,Private row house apartment nestled in Shaw,8654665,Jason & Sandi,,"Shaw, Logan Circle",38.9126,-77.01748,Entire home/apt,150,2,416,2023-03-15,4.07,1,297,50,Hosted License: 5007242201000148
1641184,Peaceful Oasis Near U St/Dupont; Private Bedroom,8713526,Monika Rae,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92042,-77.03977,Private room,88,31,73,2022-11-04,0.63,1,199,1,
1667080,Private & Comfortable NoMa Studio,8828921,Tony,,"Union Station, Stanton Park, Kingman Park",38.90438,-77.00177,Entire home/apt,107,2,259,2023-03-12,2.27,1,93,24,Hosted License: 5007242201000353
1688139,Super Sunny Studio AdMo,476581,KoKo,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91897,-77.0464,Entire home/apt,80,31,21,2022-08-07,0.19,1,163,1,
1690515,Quiet Corner Unit Central to All!!,3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92638,-77.03658,Entire home/apt,248,31,0,,,6,365,0,
1761677,"Classic scandinavian, kid haven",9260186,Maj,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92918,-77.04035,Entire home/apt,372,3,117,2023-03-18,1.04,1,12,38,Hosted License: 5007242201000268
1778080,"Gorgeous Washington, D.C. Getaway",9335278,Jennifer,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92263,-77.04492,Entire home/apt,120,90,66,2018-09-29,0.58,1,303,0,
1789722,Top Listing! Large 1BR Zen Boutique,9391057,Jenny,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93118,-77.03811,Entire home/apt,148,2,409,2023-02-23,3.57,2,113,33,Hosted License: 5007242201000979
1806338,Exceptionally large and bright  bedroom,9462131,Marina,,"Capitol Hill, Lincoln Park",38.88981,-76.98762,Private room,95,6,83,2022-10-13,0.76,1,241,7,Hosted License: 5007242201000200
1813962,DC-Logan Circle/14th St - Large 1BD,3045892,Francisco,,"Shaw, Logan Circle",38.90807,-77.03174,Entire home/apt,130,31,23,2016-10-30,0.20,1,230,0,
1821276,Samurai themed room next to metro,7042945,RoDeece,,"Douglas, Shipley Terrace",38.84136,-76.97888,Private room,999,31,141,2021-01-09,1.25,2,144,0,
1824864,Gracie's Place on Capitol Hill (Dogs Welcome!),9550761,Sheila,,"Union Station, Stanton Park, Kingman Park",38.89864,-76.987747,Private room,122,2,105,2023-03-16,0.92,1,243,38,Hosted License: 5007242201001750
842418,Luxury Penthouse in the heart of DC!,2236092,Kristi,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89898,-77.01629,Entire home/apt,250,31,69,2022-06-28,0.56,1,90,12,
860336,Luxury Spacious Master Suite RoofDeck in DuPont,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.90783,-77.04567,Private room,142,1,489,2023-03-01,3.99,4,148,58,Hosted License: 5007242201000569
860776,Gorgeous cozy room available in the heart of DC,315148,John,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91785,-77.01498,Private room,35,31,18,2022-09-03,0.24,38,365,1,
861775,Private BR Shared Bath Sunny TH - B,3517743,Kanita,,"Douglas, Shipley Terrace",38.8491,-76.97982,Private room,65,31,23,2023-03-03,0.24,4,298,2,
1838623,Furnished Private Room South of Takoma D.C.,9542055,Diane,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96885,-77.00968,Private room,22,31,13,2022-08-14,0.22,1,157,2,
1860120,Pet Friendly Private BSMT w/Parking & Backyard,10470695,Miguel,,"Brightwood Park, Crestwood, Petworth",38.94334,-77.01426,Entire home/apt,91,2,171,2023-02-27,2.12,1,44,23,Hosted License: 5007242201000358
1864715,Beautiful 1 BR Apt | Pool | Gym | Washer / D,9419684,Churchill,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,Entire home/apt,279,31,16,2022-10-03,0.15,32,352,4,
1865861,House near downtown DC,3138065,Steve,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93584,-77.04107,Entire home/apt,167,5,14,2022-08-15,0.16,2,79,2,Unhosted License: 5007262201000218
1867513,Lux 2 BR Near White House | Wifi+Gym+Min to Metro,9419684,Churchill,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,Entire home/apt,413,31,26,2020-01-05,0.24,32,359,0,
1880860,Near the US Capitol,9792214,Ethel,,"Capitol Hill, Lincoln Park",38.88466,-76.98084,Private room,76,2,139,2022-10-22,1.25,1,350,2,Hosted License: 5007242201001858
1901631,2BR/1BA Guest Suite - Union Station,9011212,David,,"Union Station, Stanton Park, Kingman Park",38.90192,-77.00103,Entire home/apt,120,2,189,2023-02-20,1.73,3,10,11,"Hosted License: 5007242201001752
Unhosted License: 5007242201001753"
1936134,Modern DC Northwest Apartment with Parking Spot,10017900,Elizabeth,,"North Cleveland Park, Forest Hills, Van Ness",38.95442,-77.07159,Entire home/apt,149,3,238,2023-03-18,2.27,1,244,26,Hosted License: 5007242201000526
1978626,Private 1BR/1BA/Kitchen Apt near Takoma DC Metro,3643066,Kara And Susan,,"Takoma, Brightwood, Manor Park",38.97735,-77.02458,Entire home/apt,84,4,144,2023-03-07,1.57,1,1,12,Hosted License: 5007242201000990
1997483,Top Two Floors - Vet Owned - 3 blocks to Capitol,10292686,Capitol Hill Stay,,"Capitol Hill, Lincoln Park",38.89105,-77.00117,Entire home/apt,155,31,26,2022-01-17,0.31,18,365,0,
2033421,Room in Renovated DC Rowhome (Nearly Private Home),3331633,Joe,,"Brookland, Brentwood, Langdon",38.91881,-76.9861,Private room,50,90,80,2022-06-01,0.83,2,247,1,
